Fecha,RSSID,VBat,VIn,humedad,irradiancia,precipitacion,presion,temperatura,Name
2021-12-29,-91.75722353389142,4.220046921638571,5.087113348753311,83.13540712469732,30.267067444598606,4.8862348178137655e-05,880.0147194024578,21.85851435775436,E2_00005
2021-12-30,-59.56494601889339,3.9525587284450436,3.7123157797270956,77.6539264861111,50.238298920996414,0.0007070504385964913,878.2300050669328,25.02528708920003,E2_00005
2021-12-31,-58.89912280701754,4.191171345029241,5.095222675438595,82.20039456359649,82.53802315935673,0.0010019663742690057,878.8118200438597,22.283429557017545,E2_00005
2022-01-01,-62.2281615497076,4.183560083803258,5.081868005169173,80.37219723081141,91.44715848964863,0.0017732909356725146,878.9367950118525,23.170597420687134,E2_00005
2022-01-02,-77.20704104010025,4.142782242063493,4.362569001409775,75.40797750571743,112.02571728015351,0.0,879.6131999613357,23.867450195723688,E2_00005
2022-01-03,-82.82027290448343,3.490500194931774,0.0,81.81427384015593,0.0,0.0,880.9202317894737,22.290816964132556,E2_00005
2022-01-04,,,,,,,,,E2_00005
2022-01-05,,,,,,,,,E2_00005
2022-01-06,,,,,,,,,E2_00005
2022-01-07,,,,,,,,,E2_00005
2022-01-08,,,,,,,,,E2_00005
2022-01-09,,,,,,,,,E2_00005
2022-01-10,,,,,,,,,E2_00005
2022-01-11,-58.594385964912284,4.205508290838206,4.8829925294346985,78.7453317251462,123.24077827181287,0.023579606326928435,880.5072887246005,23.67184514366472,E2_00005
2022-01-12,-75.54020467836257,4.20763634502924,5.072168552631579,78.52299884064327,56.999095728801166,0.008715213450292397,880.754536236842,22.262955838450296,E2_00005
2022-01-13,-76.89181286549707,4.207144502923977,5.079952149122807,78.3460947858187,91.93993845248536,0.04167422660818713,881.2823288669591,22.813115124269007,E2_00005
2022-01-14,-77.72894285904154,4.207080900655996,5.06972093687818,80.16958052275741,63.226681258337614,0.009494098684210526,881.5949213919681,21.538014407256302,E2_00005
2022-01-15,-75.49580409356726,4.2112168514619865,5.075196764619884,76.29604225783626,89.04553647127194,0.0,881.2392404499415,22.432805826447368,E2_00005
2022-01-16,-77.34795321637426,4.211926301169588,5.0775085526315795,76.80001952777779,96.93500300292398,0.06501058552631578,880.7765233464911,23.047154904239765,E2_00005
2022-01-17,-75.56821741854637,4.209709015246449,5.0696780907999175,79.20675137442565,56.07909649342105,0.0065940716374269,880.4758930109259,22.527756819235588,E2_00005
2022-01-18,-75.99398235171262,4.2056355411967425,5.066129754855889,78.48587247750888,62.51243179617011,0.0,879.9857362357457,22.8313130538325,E2_00005
2022-01-19,-76.40282833029543,4.204899675296196,5.0713914886600975,78.24240412253954,70.33652035034936,0.0008507251461988305,879.4182338989832,22.916850405762514,E2_00005
2022-01-20,-79.16593567251462,4.210051315789472,5.0858204239766085,68.80631064619884,144.50458315423978,0.0,878.4169135299708,24.90073388084795,E2_00005
2022-01-21,-78.42568383503084,4.211523637629088,5.078108384891751,68.88236716772455,84.79310854787012,0.0,878.6487772899118,24.65426123517848,E2_00005
2022-01-22,-74.41374269005848,4.211917192982454,5.075642675438597,73.83181188011696,76.49962621929825,0.0027525701754385966,879.1206836498537,24.33794578874269,E2_00005
2022-01-23,-73.75511695906432,4.210020087719297,5.07071384502924,76.66030122295321,56.72105968201754,0.0023328793859649123,878.4821168311404,23.355756376461986,E2_00005
2022-01-24,-73.13304093567251,4.209208157894737,5.073357821637427,76.94657134210527,69.28037010745614,0.004794313596491229,877.8862590694443,23.61525080482456,E2_00005
2022-01-25,-72.34736581035924,4.208844480994151,5.077466868734336,77.9638341052501,102.10445675729689,0.003036146198830409,878.612898103488,23.92512064050752,E2_00005
2022-01-26,-71.58845029239767,4.207693596491228,5.069885,77.43807529166666,60.733296399853806,0.006911676900584796,879.3403913172515,23.07825295614035,E2_00005
2022-01-27,-72.23417057824828,4.206937426845102,5.075464383107516,74.73038491782488,90.10594368280543,0.00026845029239766076,879.6956670245819,23.110043339215963,E2_00005
2022-01-28,-72.29897660818713,4.205071739766083,5.083012500000001,72.7456361747076,118.20069994371345,0.0,879.7772990372808,23.575121464912282,E2_00005
